id,entity_id,entity_label,relation_id,relation_label,question,span
17745,Q7148995,Paul Abbott,P21,sex or gender,What is Paul Abbott's gender?,"[0, 0, 1, 1, 0]"
17746,Q37073,pop music,P136,genre,What artist would be called pop music,"[0, 0, 0, 0, 0, 1, 1]"
17747,Q336286,defender,P413,position played on team / speciality,What is the name of a football player who is a defender,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
17748,Q3043574,To Be Fat like Me,P136,genre,What genre is to be fat like me?,"[0, 0, 0, 1, 1, 1, 1, 1]"
17749,Q65989,Wolfgang Pauli,P19,place of birth,In what city was wolfgang pauli born?,"[0, 0, 0, 0, 1, 1, 0]"
17750,Q2711870,Zone of the Enders,P404,game mode,what gameplay mode is offered in  zone of the enders,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 1]"
17751,Q5486654,Frank Ford,P27,country of citizenship,What is frank ford's nationality? ,"[0, 0, 1, 1, 0]"
17752,Q1176743,Michel Lachance,P27,country of citizenship,what is the nationality of michel lachance?,"[0, 0, 0, 0, 0, 1, 1]"
17753,Q474895,The Viceroy of Ouidah,P50,author,who is the author of the written work the viceroy of ouidah,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]"
17754,Q142329,1684 Iguassú,P196,minor planet group,which asteroid group is 1684 iguassú a part of,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
17755,Q7748535,The Lost Battalion,P136,genre,what type of film genre is the lost battalion,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
17756,Q3130,Sydney,P19,place of birth,who was born in sydney,"[0, 0, 0, 0, 1]"
17757,Q78613,Leonie Rysanek,P20,place of death,what is leonie rysanek's place of death,"[0, 0, 1, 1, 0, 0, 0]"
17758,Q3375118,Elizabeth Cromwell,P19,place of birth,where was elizabeth cromwell born?,"[0, 0, 1, 1, 0]"
17759,Q5559396,Gibson Sibanda,P21,sex or gender,is gibson sibanda male or female,"[0, 1, 1, 0, 0, 0]"
17760,Q206224,Mind Ripper,P364,original language of film or TV show,Which language is the film mindripper in,"[0, 0, 0, 0, 0, 1, 0]"
17761,Q6848316,Mike Parker,P112,founded by,what organization did mike parker find?,"[0, 0, 0, 1, 1, 0]"
17762,Q18638539,Edward Keane,P20,place of death,which city did edward keane pass away in,"[0, 0, 0, 1, 1, 0, 0, 0]"
17763,Q6348098,Kainaz Motivala,P27,country of citizenship,what is kainaz motivala's nationality?,"[0, 0, 1, 1, 0]"
17764,Q12859321,Patrick M. Byrne,P21,sex or gender,what is patrick m. byrne's gender,"[0, 0, 1, 1, 1, 0]"
17765,Q2263560,35222 Delbarrio,P31,instance of,what is the 35222 delbarrio?,"[0, 0, 0, 1, 1]"
17766,Q1152278,Little Colorado River,P177,crosses,which bridges crosses the little colorado river?,"[0, 0, 0, 0, 1, 1, 1]"
17767,Q584364,Henry Lillie Pierce,P20,place of death,where did henry l. pierce die?,"[0, 0, 1, 0, 1, 0]"
17768,Q654181,Rudolph Loewenstein,P27,country of citizenship,where does rudolph loewenstein get his nationality from,"[0, 0, 1, 1, 0, 0, 0, 0]"
17769,Q6778476,Marvin Sanders,P21,sex or gender,what gender is marvin sanders ,"[0, 0, 0, 1, 1]"
17770,Q49042,Southern United States,P276,location,what events took place in the southern united states,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
17771,Q1290609,Eduard von Hofmann,P20,place of death,where did eduard von hofmann pass away,"[0, 0, 1, 1, 1, 0, 0]"
17772,Q563731,Anna and the King of Siam,P57,director,Who's the directed credited for anna and the king of siam,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
17773,Q6581072,female,P21,sex or gender,what are some examples of a female DC comic supervillain?,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
17774,Q7771404,The Understudy,P364,original language of film or TV show,which language is thethe understudy film spoken,"[0, 0, 0, 1, 1, 0, 0]"
17775,Q3304488,Mehdi Belhaj Kacem,P19,place of birth,what is the birth place of mehdi belhaj kacem,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
17776,Q5017167,Caffeine,P136,genre,What kind of movie is caffeine?,"[0, 0, 0, 0, 0, 1]"
17777,Q137674,1294 Antwerpia,P31,instance of,What type of celestial object is 1294 antwerpia?,"[0, 0, 0, 0, 0, 0, 1, 1]"
17778,Q2859108,Aqib Talib,P172,ethnic group,What ethnicity is aqib talib,"[0, 0, 0, 1, 1]"
17779,Q142854,1724 Vladimir,P31,instance of,what type of object is 1724 vladimir?,"[0, 0, 0, 0, 0, 1, 1]"
17780,Q6178164,Jennifer Byrne,P106,occupation,what is the job title of jennifer byrne,"[0, 0, 0, 0, 0, 0, 1, 1]"
17781,Q134259,Louis VII of France,P40,child,Name one of louis vii of france children,"[0, 0, 1, 1, 1, 1, 1, 0]"
17782,Q6411905,King Neptune's Adventure,P404,game mode,what type of game is king neptune's adventure,"[0, 0, 0, 0, 0, 1, 1, 1]"
17783,Q93204,documentary film,P136,genre,what is a documentary film from 1987?,"[0, 0, 0, 1, 1, 0, 0]"
17784,Q441537,Frances Wright,P119,place of burial,where is frances wright's final resting place,"[0, 0, 1, 1, 0, 0, 0]"
17785,Q2358097,No More Loud Music,P136,genre,what type of music is no more loud music: the singles,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0]"
17786,Q2804858,'Splosion Man,P123,publisher,who was the publisher for 'splosion man ,"[0, 0, 0, 0, 0, 1, 1]"
17787,Q753466,Raines,P136,genre,what genre is the show raines considered,"[0, 0, 0, 0, 0, 1, 0]"
17788,Q2440990,Darko Božović,P27,country of citizenship,what is the nationality of darko božović,"[0, 0, 0, 0, 0, 1, 1]"
17789,Q5605534,Atomised,P136,genre,what is the genre of the elementary particles (film),"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
17790,Q2900926,Bibb Falk,P20,place of death,Where did bibb falk die,"[0, 0, 1, 1, 0]"
17791,Q17125184,Strange Triangle,P57,director,why received director credits for strange triangle,"[0, 0, 0, 0, 0, 1, 1]"
17792,Q159846,Paramount Pictures,P272,production company,which 1999 film did paramount pictures produce,"[0, 0, 0, 0, 1, 1, 0]"
17793,Q1700561,John Irvin,P57,director,which movie is directed by john irvin,"[0, 0, 0, 0, 0, 1, 1]"
17794,Q4690530,After Hours at the London House,P136,genre,what type of album is after hours at the london house ,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
17795,Q3126459,Hamilton Lyster Reed,P27,country of citizenship,what is the nationality of hamilton reed,"[0, 0, 0, 0, 0, 1, 1]"
17796,Q5220189,Danny Bubp,P19,place of birth,where is danny bubp from,"[0, 0, 1, 1, 0]"
17797,Q17011547,Secret Life of Machines,P136,genre,What genre is secret life of machines,"[0, 0, 0, 1, 1, 1, 1]"
17798,Q464410,The Skin,P86,composer,Name an artist who had music in the film the skin,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]"
17799,Q15808718,Estrada de Palha,P495,country of origin,which nordic country is hay road filmed in?,"[0, 0, 0, 0, 0, 0, 0, 0]"
17800,Q618194,Fairies,P136,genre,What is the genre of music by the fairies,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
17801,Q685245,The Fabulous Baker Boys,P495,country of origin,what country is the fabulous baker boys from,"[0, 0, 0, 1, 1, 1, 1, 0]"
17802,Q15490639,Si Gerson,P27,country of citizenship,Where is si gerson from?,"[0, 0, 1, 1, 0]"
17803,Q4900058,Beyond Words,P495,country of origin,which country released beyond words,"[0, 0, 0, 1, 1]"
17804,Q464410,The Skin,P58,screenwriter,who wrote the film the skin,"[0, 0, 1, 0, 1, 1]"
17805,Q33561,Roswell,P131,located in the administrative territorial entity,What county contains roswell,"[0, 0, 0, 1]"
17806,Q342730,Antonio Labriola,P737,influenced by,who was antonio labriola influenced by ,"[0, 0, 1, 1, 0, 0]"
17807,Q4927938,Bloodguilt,P364,original language of film or TV show,what language is spoke in bloodguilt,"[0, 0, 0, 0, 0, 1]"
17808,Q5649912,Hans Dally,P19,place of birth,whats the birthplace of hans dally,"[0, 0, 0, 0, 1, 1]"
17809,Q2528025,Virtú Maragno,P20,place of death,where did virtu maragno die?,"[0, 0, 0, 1, 0]"
17810,Q7237584,Prague,P495,country of origin,What country is the film prague from,"[0, 0, 0, 0, 0, 1, 0]"
17811,Q183412,EMI,P264,record label,"MI Group Limited, also known as EMI Music or simply EMI is the record label that what Australian musician and songwriter who has been called Australia's first international pop star was signed to?","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
17812,Q6208722,Joe Borden,P413,position played on team / speciality,what is baseball player joe borden's position,"[0, 0, 0, 0, 1, 1, 0]"
17813,Q427720,Al-Farouq Aminu,P413,position played on team / speciality,which basketball position is al-farouq aminu charged of ,"[0, 0, 0, 0, 1, 1, 0, 0]"
17814,Q2878062,Babycakes,P155,follows,what series was babycakes previously in,"[0, 0, 0, 1, 0, 0]"
17815,Q925302,Craig Foster,P413,position played on team / speciality,Which position does craig foster play,"[0, 0, 0, 1, 1, 0]"
17816,Q2703198,Haytham Tambal,P27,country of citizenship,which nationality does haytham tambal belong to?,"[0, 0, 0, 1, 1, 0, 0]"
17817,Q12588794,Kim Ji-soo,P19,place of birth,where was kim ji-soo born ,"[0, 0, 1, 1, 0]"
17818,Q1344080,Jaleco,P123,publisher,What is the name of a game published by jaleco,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
17819,Q271690,Mars Attacks!,P364,original language of film or TV show,What language is spoken in mars attacks!,"[0, 0, 0, 0, 0, 1, 1]"
17820,Q310960,Brad Bird,P170,creator,which tv show did brad bird create ,"[0, 0, 0, 0, 1, 1, 0]"
17821,Q159101,Prince Joachim of Denmark,P40,child,who is in prince joachim of denmark familial line ,"[0, 0, 0, 1, 1, 1, 1, 0, 0]"
17822,Q272069,Damon Albarn,P175,performer,what album did damon albarn record,"[0, 0, 0, 1, 1, 0]"
17823,Q2078645,Rise and Fall: Civilizations at War,P404,game mode,whats a gameplay mode that is offered in rise and fall: civilizations at war,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
17824,Q669315,Northwest Territory,P276,location,what event occurred in the northwest territory,"[0, 0, 0, 0, 0, 1, 1]"
17825,Q3328106,Muriel Byck,P19,place of birth,where was muriel byck born,"[0, 0, 1, 1, 0]"
17826,Q471837,Mario Haas,P19,place of birth,what city was mario haasborn,"[0, 0, 0, 1, 1]"
17827,Q9726,Gioacchino Rossini,P86,composer,which film did gioachino rossini contribute in,"[0, 0, 0, 0, 1, 0, 0]"
17828,Q268840,Sally Potter,P57,director,which film was directed by sally potter,"[0, 0, 0, 0, 0, 1, 1]"
17829,Q3036599,The Very Best of Supertramp,P175,performer,who released the album the very best of supertramp,"[0, 0, 1, 0, 1, 1, 1, 1, 1]"
17830,Q171009,Drava,P17,country,what country is drava located?,"[0, 0, 0, 1, 0]"
17831,Q5087077,Chase: Hollywood Stunt Driver,P404,game mode,what type of video game is the chase: hollywood stunt driver,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
17832,Q154434,4548 Wielen,P65,site of astronomical discovery,where was 4548 wielen discovered,"[0, 0, 1, 1, 0]"
17833,Q16955200,The Night the Animals Talked,P495,country of origin,what country is the night the animals talked from,"[0, 0, 0, 1, 1, 1, 1, 1, 0]"
17834,Q748924,The Living Desert,P495,country of origin,Which country filmed the living desert,"[0, 0, 0, 1, 1, 1]"
17835,Q361208,Adolph Zukor,P162,producer,what movie did adolph zukor produce,"[0, 0, 0, 1, 1, 0]"
17836,Q4038828,Flirty Birdy,P57,director,who was the director for the movie  flirty birdy,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
17837,Q560427,Kit Bond,P27,country of citizenship,Where is kit bond from?,"[0, 0, 1, 1, 0]"
17838,Q724160,Mitch Kapor,P19,place of birth,which city was mitchell kapor born in ,"[0, 0, 0, 1, 1, 0, 0]"
17839,Q16611528,Side Effects of You,P175,performer,Who is the album side effects of you by?,"[0, 0, 0, 0, 1, 1, 1, 1, 0]"
17840,Q201330,goalkeeper,P413,position played on team / speciality,Name someone who played goalkeeper,"[0, 0, 0, 0, 1]"
17841,Q191039,Germanicus,P40,child,Who is a child of germanicus,"[0, 0, 0, 0, 0, 1]"
17842,Q1099560,Mr. Moonlight,P175,performer,What artist made the album mr. moonlight?,"[0, 0, 0, 0, 0, 1, 1]"
17843,Q37073,pop music,P136,genre,what album is in pop music,"[0, 0, 0, 0, 1, 1]"
17844,Q595670,1966 United States Grand Prix,P276,location,where was the 1966 united states grand prix held,"[0, 0, 0, 1, 1, 1, 1, 1, 0]"
17845,Q282804,United 93,P162,producer,Who produced united 93 (film),"[0, 0, 1, 1, 0]"
17846,Q5677294,Harvey Hollister Bundy,P19,place of birth,where was harvey hollister bundy born,"[0, 0, 1, 1, 1, 0]"
17847,Q15997302,Harry Churchill Beet,P21,sex or gender,what is the gender of harry churchill beet,"[0, 0, 0, 0, 0, 1, 1, 1]"
17848,Q5384679,Equity Music Group,P264,record label,What artist is affiliated with the record label?,"[0, 0, 0, 0, 0, 0, 0, 0]"
17849,Q170435,trance,P136,genre,what is the name of a trance music artist,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
17850,Q5994,piano,P1303,instrument,who is a british musician known for playing the piano,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
17851,Q5722078,Jallo Faber,P19,place of birth,Where was jallo faber born?,"[0, 0, 1, 1, 0]"
17852,Q79838,accordion,P1303,instrument,who plays the accordion,"[0, 0, 0, 1]"
17853,Q119936,Windermere,P19,place of birth,"Who is a person born in windermere, cumbria","[0, 0, 0, 0, 0, 0, 1, 0]"
17854,Q73486,Brooklyn Lee,P21,sex or gender,Is brooklyn lee a male or female?,"[0, 1, 1, 0, 0, 0, 0]"
17855,Q6945243,My Dear Desperado,P495,country of origin,what country is the film my dear desperado filmed in?,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
17856,Q505981,John Hunter,P20,place of death,where did john hunter (surgeon) die,"[0, 0, 1, 1, 0, 0]"
17857,Q940636,5691 Fredwatson,P31,instance of,What type of celestial object is 5691 fredwatson,"[0, 0, 0, 0, 0, 0, 1, 1]"
17858,Q12078,cancer,P509,cause of death,who died from cancer,"[0, 0, 0, 1]"
17859,Q7767778,The Sword of the Dawn,P50,author,Who wrote the book the sword of the dawn?,"[0, 0, 1, 0, 1, 1, 1, 1, 1]"
17860,Q1406374,Piglet's Big Movie,P272,production company,which production company made piglet's big movie,"[0, 0, 0, 0, 1, 1, 1]"
17861,Q4893296,Bernard Jones,P413,position played on team / speciality,what position does bernard jones play at in soccer?,"[0, 0, 0, 1, 1, 0, 0, 0, 0]"
17862,Q4762179,Angel Ginev,P413,position played on team / speciality,What position did angel ginev play,"[0, 0, 0, 1, 1, 0]"
17863,Q6607,guitar,P1303,instrument,Name an American musician who plays a guitar ,"[0, 0, 0, 0, 0, 0, 0, 1]"
17864,Q5628181,H. E. A. Cotton,P21,sex or gender,What is the gender of h. e. a. cotton?,"[0, 0, 0, 0, 0, 1, 1, 1, 1]"
17865,Q103550,The Velvet Underground,P175,performer,What's an album by the velvet underground,"[0, 0, 0, 0, 1, 1, 1]"
17866,Q2091218,Faye Wattleton,P172,ethnic group,what is faye wattleton's ethnicity,"[0, 0, 1, 1, 0]"
17867,Q6895044,multiplayer video game,P404,game mode,what is the name of a multiplayer game,"[0, 0, 0, 0, 0, 0, 1, 1]"
17868,Q17006186,Hugh Hastings,P19,place of birth,where was hugh hastings born,"[0, 0, 1, 1, 0]"
17869,Q200092,horror film,P136,genre,What is a horror title,"[0, 0, 0, 1, 0]"
17870,Q1179250,Daytona International Speedway,P276,location,What event took place in daytona international speedway,"[0, 0, 0, 0, 0, 1, 1, 1]"
17871,Q3121114,Satish Kaushik,P19,place of birth,where was satish kaushik given birth,"[0, 0, 1, 1, 0, 0]"
17872,Q3696452,Craig Gillespie,P19,place of birth,where was craig gillespie born?,"[0, 0, 1, 1, 0]"
17873,Q748533,Iisalmi,P19,place of birth,Who was born in iisalmi,"[0, 0, 0, 0, 1]"
17874,Q7489112,Shanu Lahiri,P20,place of death,where did shanu lahiri die?,"[0, 0, 1, 1, 0]"
17875,Q1726,Munich,P19,place of birth,who was born in munich?,"[0, 0, 0, 0, 1]"
17876,Q208189,real-time strategy,P136,genre,What is the name of a real-time strategy game,"[0, 0, 0, 0, 0, 0, 1, 1, 0]"
17877,Q7203041,Play It as It Lays,P57,director,who directed play it as it lays,"[0, 0, 1, 1, 1, 1, 1]"
17878,Q1933462,SCE Studio Liverpool,P123,publisher,What's a video game published by sce studio liverpool,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
17879,Q3012859,Damien Tixier,P413,position played on team / speciality,what position on the field does damien tixier play,"[0, 0, 0, 0, 0, 0, 1, 1, 0]"
17880,Q2885751,Barry Hayles,P413,position played on team / speciality,What position does barry hayles play,"[0, 0, 0, 1, 1, 0]"
17881,Q3809303,Michael Ngoo,P413,position played on team / speciality,what position does michael ngoo play in football,"[0, 0, 0, 1, 1, 0, 0, 0]"
17882,Q1340629,Maurycy Mochnacki,P21,sex or gender,What is maurycy mochnacki 's gender?,"[0, 0, 1, 1, 0, 0]"
17883,Q1185391,Emerson Ramos Borges,P21,sex or gender,what gender is emerson ramos borges,"[0, 0, 0, 1, 1, 1]"
17884,Q6888109,Mode for Joe,P175,performer,who is the author of the mode for joe album,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
17885,Q1342683,John Henry Twachtman,P27,country of citizenship,what is john henry twachtman's nationality ,"[0, 0, 1, 1, 1, 0]"
17886,Q2414932,Regulate...G Funk Era,P175,performer,which artist recorded regulate... g funk era (special edition),"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
17887,Q3531876,Tony Rosato,P106,occupation,What is tony rosato's profession?,"[0, 0, 1, 1, 0]"
17888,Q320064,Crush,P495,country of origin,Where did the film crush originate?,"[0, 0, 0, 0, 1, 0]"
17889,Q334252,R. K. Narayan,P737,influenced by,Who was r. k. narayan influenced by?,"[0, 0, 1, 1, 1, 0, 0]"
17890,Q706623,Angelica Lee,P106,occupation,What is the profession of angelica lee,"[0, 0, 0, 0, 0, 1, 1]"
17891,Q4525056,Life 101,P495,country of origin,what country released the movie life 101,"[0, 0, 0, 0, 0, 1, 1]"
17892,Q318482,Abel P. Upshur,P138,named after,What is something named after abel p. upshur,"[0, 0, 0, 0, 0, 1, 1, 1]"
17893,Q16259016,Over the Reich,P123,publisher,which company published over the reich?,"[0, 0, 0, 1, 1, 1]"
17894,Q2780635,Erik De Bruyn,P21,sex or gender,Is erik de bruyn a man or woman,"[0, 1, 1, 1, 0, 0, 0, 0]"
17895,Q1962492,The Terminal Man,P495,country of origin,What country was the terminal man shot in,"[0, 0, 0, 1, 1, 1, 0, 0]"
17896,Q1606560,Henry Butler,P172,ethnic group,whats henry butler's ethnicity,"[0, 1, 1, 0]"
17897,Q620655,Appaloosa,P86,composer,Who did the music for the film appaloosa (film)?,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
17898,Q41582,Beulah Louise Henry,P19,place of birth,where was beulah louise henry born,"[0, 0, 1, 1, 1, 0]"
17899,Q256907,Argonaut Games,P178,developer,What is a game developed by argonaut games,"[0, 0, 0, 0, 0, 0, 1, 1]"
17900,Q949348,My Bollywood Bride,P136,genre,what type of movie is my bollywood bride,"[0, 0, 0, 0, 0, 1, 1, 1]"
17901,Q847646,Starsky & Hutch,P1431,executive producer,who is the executive producer of the movie starsky & hutch?,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
17902,Q3276635,Edward Brooke,P607,conflict,which war did edward brooke participate in,"[0, 0, 0, 1, 1, 0, 0]"
17903,Q7426511,Sattam En Kaiyil,P495,country of origin,what country was sattam en kaiyil released in,"[0, 0, 0, 1, 1, 1, 0, 0]"
17904,Q2819779,A King & Two Queens,P175,performer,who recorded the album a king & two queens?,"[0, 0, 0, 1, 1, 1, 1, 1, 1]"
17905,Q947400,Hexham,P19,place of birth,which english footballer's brother was born in hexham,"[0, 0, 0, 0, 0, 0, 0, 1]"
17906,Q1535153,superhero film,P136,genre,what film is classified as a  superhero movie,"[0, 1, 0, 0, 0, 0, 1, 0]"
17907,Q669127,Vagrant Records,P264,record label,who is signed to vagrant records,"[0, 0, 0, 0, 1, 1]"
17908,Q598929,post-punk,P136,genre,Name a debut album within the post-punk genre,"[0, 0, 0, 0, 0, 0, 1, 0]"
17909,Q141736,1634 Ndola,P397,parent astronomical body,what does 1634 ndola orbit,"[0, 0, 1, 1, 0]"
17910,Q2366340,Buffalo Daughter,P136,genre,what kind of music is buffalo daughter known for,"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
17911,Q5086366,Charly Alberti,P136,genre,what genre type is charly alberti,"[0, 0, 0, 0, 1, 1]"
17912,Q7717916,"The Biggest Loser Australia, season 1",P136,genre,what type of television show is  the biggest loser (au) - season 1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1]"
17913,Q491335,Different from the Others,P136,genre,What genre does the film different from the others belong to,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0]"
17914,Q2698658,Please Don't Eat the Daisies,P364,original language of film or TV show,whats the language that was used in the film please don't eat the daisies,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1]"
17915,Q179259,Crowborough,P19,place of birth,who is a well known native son of crowborough,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
17916,Q12110830,A Cry from the Streets,P136,genre,what genre does a cry from the streets belong to,"[1, 0, 0, 1, 1, 1, 1, 1, 0, 0]"
17917,Q932164,Filippo Terzi,P19,place of birth,where was filippo terzi born,"[0, 0, 1, 1, 0]"
17918,Q6270478,Jon Card,P136,genre,jon card could be labeled as what,"[1, 1, 0, 0, 0, 0, 0]"
17919,Q11437621,Tetsuzō Ōsawa,P19,place of birth,Where was tetsuzô Ôsawa born?,"[0, 0, 0, 0, 0]"
17920,Q6157,Seinäjoki,P19,place of birth,which singer was born in seinajoki?,"[0, 0, 0, 0, 0, 0]"
17921,Q8003365,Willard,P264,record label,Which label is the artist willard signed to,"[0, 0, 0, 0, 0, 1, 0, 0]"
17922,Q25384,Long-eared Owl,P171,parent taxon,what classification is long-eared owl?,"[0, 0, 0, 1, 1]"
17923,Q181193,Roger Rodrigues da Silva,P413,position played on team / speciality,what is roger rodrigues da silva playing position,"[0, 0, 1, 1, 1, 1, 0, 0]"
17924,Q2734652,The Gang's All Here,P57,director,who directed the gangs all here ,"[0, 0, 1, 0, 1, 1]"
17925,Q343568,action-adventure game,P136,genre,What is the title of a action-adventure game?,"[0, 0, 0, 0, 0, 0, 1, 1]"
17926,Q483941,Schindler's List,P57,director,Who directed the film schindler's list,"[0, 0, 0, 0, 1, 1]"
17927,Q4723687,Alfreda Gerald,P136,genre,what genre of music does alfreda gerald sing,"[0, 0, 0, 0, 0, 1, 1, 0]"
17928,Q204369,Zindzi Mandela,P40,child,who is zindziswa mandela parent?,"[0, 0, 1, 1, 0]"
17929,Q568518,Love at Twenty,P495,country of origin,What country was love at twenty filmed in,"[1, 0, 0, 1, 1, 1, 0, 0]"
17930,Q5364480,Ella Cora Hind,P20,place of death,where is the place of death of ella cora hind?,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
17931,Q3071,punk rock,P136,genre,which artist perform in the punk rock genre,"[0, 0, 0, 0, 0, 1, 1, 0]"
17932,Q5715614,Henri Mbazumutima,P413,position played on team / speciality,what soccer position does  henri mbazumutima play,"[0, 0, 0, 0, 1, 1, 0]"
17933,Q7194675,Pimp My Ride,P404,game mode,What is a gameplay mode available on pimp my ride,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
17934,Q359397,Nicolas Winding Refn,P162,producer,which film did nicolas winding refn produce,"[0, 0, 0, 1, 1, 1, 0]"
17935,Q8010989,William Harvey Carney,P172,ethnic group,which ethnicity is william harvey carney,"[0, 0, 0, 1, 1, 1]"
17936,Q6222569,John Boulos,P413,position played on team / speciality,Which position did john boulos play,"[0, 0, 0, 1, 1, 0]"
17937,Q11351770,World Tour 1980,P136,genre,What genre of music is world tour 1980?,"[0, 0, 0, 0, 0, 1, 1, 1]"
17938,Q6120942,Jacques Williams,P413,position played on team / speciality,What position does footballer jacques williams play?,"[0, 0, 0, 0, 1, 1, 0]"
17939,Q610095,John Douglas Main,P19,place of birth,where in england was john main born,"[0, 0, 0, 0, 1, 1, 0]"
17940,Q1198850,The Big Trail,P344,director of photography,who was the cinematographer for the big trail,"[0, 0, 1, 0, 0, 1, 1, 1]"
17941,Q202548,Vertigo,P144,based on,What was the film vertigo (film) adapted from,"[0, 0, 0, 0, 1, 0, 0, 0]"
17942,Q3701293,Damir Stojak,P19,place of birth,where was damir stojak born,"[0, 0, 1, 1, 0]"
17943,Q556698,Jasmin Bašić,P136,genre,What type of music does jasmin bašić make,"[0, 0, 0, 0, 0, 1, 1, 0]"
17944,Q317262,Johnny Ramone,P136,genre,What is the kind of music johnny ramone makes?,"[0, 0, 0, 0, 0, 0, 1, 1, 0]"
17945,Q2054976,Monsters and Robots,P136,genre,what kind of music is on the album monsters and robots,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
17946,Q1007923,Daniele Luchetti,P106,occupation,what does daniele luchetti do for a living?,"[0, 0, 1, 1, 0, 0, 0, 0]"
17947,Q741017,Boquerón Department,P17,country,Which country is boquerón department an administrative division of?,"[0, 0, 0, 1, 1, 0, 0, 0, 0]"
17948,Q188473,action film,P136,genre,name a 1979 action film ,"[0, 0, 0, 1, 1]"
17949,Q212961,pancreatic cancer,P509,cause of death,what person died from pancreatic cancer?,"[0, 0, 0, 0, 1, 1]"
17950,Q3483842,Silent Hunter III,P404,game mode,what gameplay modes are available on silent hunter iii,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
17951,Q197491,The Wolverine,P272,production company,which production company filmed the wolverine,"[0, 0, 0, 0, 1, 1]"
17952,Q6769067,Mark O'Connor,P413,position played on team / speciality,which position in football does mark oconnor play in?,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
17953,Q4542221,(21152) 1993 MB1,P65,site of astronomical discovery,which observatory was (21152) 1993 mb1 discovered at,"[0, 0, 0, 1, 1, 1, 0, 0]"
17954,Q1143358,shortstop,P413,position played on team / speciality,Give an example of a notable shortstop baseball player,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
17955,Q7290341,Ramu Ustad,P364,original language of film or TV show,what is the language of the film ramu ustad,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
17956,Q2657211,Dark Fall,P123,publisher,what is the producing company of dark fall,"[0, 0, 0, 0, 0, 0, 1, 1]"
17957,Q24347,Óscar Míguez,P20,place of death,where did Óscar míguez die,"[0, 0, 1, 1, 0]"
17958,Q1781,Budapest,P19,place of birth,Who was born in budapest,"[0, 0, 0, 0, 1]"
17959,Q208850,single-player video game,P404,game mode,what game is single-player mode?,"[0, 1, 0, 1, 0]"
17960,Q299419,Carlo Ponti,P162,producer,What is a film that carlo ponti produced?,"[0, 0, 0, 0, 0, 1, 1, 0]"
17961,Q1345,Philadelphia,P19,place of birth,which baseball player was from philadelphia,"[0, 0, 0, 0, 0, 1]"
17962,Q500660,Andreas Seifert,P27,country of citizenship,Where is andreas seifert from,"[0, 0, 1, 1, 0]"
17963,Q4540287,"""Happy"" in Galoshes",P175,performer,Which artist made the album happy in galoshes,"[0, 0, 0, 0, 0, 0, 1, 1]"
